300	853,547	7,362	72,956,252
301	860,952	7,405	73,809,799
302	868,399	7,447	74,670,751
303	875,889	7,490	75,539,150
304	883,422	7,533	76,415,039
305	890,997	7,575	77,298,461
306	898,615	7,618	78,189,458
307	906,275	7,660	79,088,073
308	913,979	7,704	79,994,348
309	921,727	7,748	80,908,327
310	929,517	7,790	81,830,054
311	937,351	7,834	82,759,571
312	945,228	7,877	83,696,922
313	953,150	7,922	84,642,150
314	961,115	7,965	85,595,300
315	969,123	8,008	86,556,415
316	977,176	8,053	87,525,538
317	985,273	8,097	88,502,714
318	993,415	8,142	89,487,987
319	1,001,601	8,186	90,481,402
320	1,009,831	8,230	91,483,003
321	1,018,106	8,275	92,492,834
322	1,026,425	8,319	93,510,940
323	1,034,790	8,365	94,537,365
324	1,043,200	8,410	95,572,155
325	1,051,654	8,454	96,615,355
326	1,060,154	8,500	97,667,009
327	1,068,699	8,545	98,727,163
328	1,077,290	8,591	99,795,862
329	1,085,927	8,637	100,873,152
330	1,094,609	8,682	101,959,079
331	1,103,337	8,728	103,053,688
332	1,112,110	8,773	104,157,025
333	1,120,930	8,820	105,269,135
334	1,129,797	8,867	106,390,065
335	1,138,709	8,912	107,519,862
336	1,147,668	8,959	108,658,571
337	1,156,673	9,005	109,806,239
338	1,165,726	9,053	110,962,912
339	1,174,825	9,099	112,128,638
340	1,183,970	9,145	113,303,463
341	1,193,163	9,193	114,487,433
342	1,202,403	9,240	115,680,596
343	1,211,691	9,288	116,882,999
344	1,221,026	9,335	118,094,690
345	1,230,408	9,382	119,315,716
346	1,239,838	9,430	120,546,124
347	1,249,315	9,477	121,785,962
348	1,258,841	9,526	123,035,277
349	1,268,415	9,574	124,294,118
350	1,278,036	9,621	125,562,533
351	1,287,706	9,670	126,840,569
352	1,297,424	9,718	128,128,275
353	1,307,191	9,767	129,425,699
354	1,317,007	9,816	130,732,890
355	1,326,871	9,864	132,049,897
356	1,336,784	9,913	133,376,768
357	1,346,745	9,961	134,713,552
358	1,356,756	10,011	136,060,297
359	1,366,817	10,061	137,417,053
360	1,376,926	10,109	138,783,870
361	1,387,085	10,159	140,160,796
362	1,397,293	10,208	141,547,881
363	1,407,552	10,259	142,945,174
364	1,417,860	10,308	144,352,726
365	1,428,217	10,357	145,770,586
366	1,438,625	10,408	147,198,803
367	1,449,083	10,458	148,637,428
368	1,459,592	10,509	150,086,511
369	1,470,151	10,559	151,546,103
370	1,480,760	10,609	153,016,254
371	1,491,420	10,660	154,497,014
372	1,502,130	10,710	155,988,434
373	1,512,892	10,762	157,490,564
374	1,523,705	10,813	159,003,456
375	1,534,568	10,863	160,527,161
376	1,545,483	10,915	162,061,729
377	1,556,449	10,966	163,607,212
378	1,567,467	11,018	165,163,661
379	1,578,537	11,070	166,731,128
380	1,589,658	11,121	168,309,665
381	1,600,831	11,173	169,899,323
382	1,612,055	11,224	171,500,154
383	1,623,332	11,277	173,112,209
384	1,634,662	11,330	174,735,541
385	1,646,043	11,381	176,370,203
386	1,657,477	11,434	178,016,246
387	1,668,963	11,486	179,673,723
388	1,680,503	11,540	181,342,686
389	1,692,095	11,592	183,023,189
390	1,703,739	11,644	184,715,284
391	1,715,437	11,698	186,419,023
392	1,727,188	11,751	188,134,460
393	1,738,993	11,805	189,861,648
394	1,750,851	11,858	191,600,641
395	1,762,762	11,911	193,351,492
396	1,774,727	11,965	195,114,254
397	1,786,745	12,018	196,888,981
398	1,798,818	12,073	198,675,726
399	1,810,945	12,127	200,474,544
400	1,823,125	12,180	202,285,489
401	1,835,360	12,235	204,108,614
402	1,847,649	12,289	205,943,974
403	1,859,993	12,344	207,791,623
404	1,872,392	12,399	209,651,616
405	1,884,845	12,453	211,524,008
406	1,897,353	12,508	213,408,853
407	1,909,915	12,562	215,306,206
408	1,922,533	12,618	217,216,121
409	1,935,207	12,674	219,138,654
410	1,947,935	12,728	221,073,861
411	1,960,719	12,784	223,021,796
412	1,973,558	12,839	224,982,515
413	1,986,454	12,896	226,956,073
414	1,999,405	12,951	228,942,527
415	2,012,411	13,006	230,941,932
416	2,025,474	13,063	232,954,343
417	2,038,593	13,119	234,979,817
418	2,051,769	13,176	237,018,410
419	2,065,001	13,232	239,070,179
420	2,078,289	13,288	241,135,180
421	2,091,634	13,345	243,213,469
422	2,105,035	13,401	245,305,103
423	2,118,494	13,459	247,410,138
424	2,132,010	13,516	249,528,632
425	2,145,582	13,572	251,660,642
426	2,159,212	13,630	253,806,224
427	2,172,899	13,687	255,965,436
428	2,186,644	13,745	258,138,335
429	2,200,447	13,803	260,324,979
430	2,214,307	13,860	262,525,426
431	2,228,225	13,918	264,739,733
432	2,242,200	13,975	266,967,958
433	2,256,234	14,034	269,210,158
434	2,270,327	14,093	271,466,392
435	2,284,477	14,150	273,736,719
436	2,298,686	14,209	276,021,196
437	2,312,953	14,267	278,319,882
438	2,327,280	14,327	280,632,835
439	2,341,665	14,385	282,960,115
440	2,356,108	14,443	285,301,780
441	2,370,611	14,503	287,657,888
442	2,385,173	14,562	290,028,499
443	2,399,795	14,622	292,413,672
444	2,414,476	14,681	294,813,467
445	2,429,216	14,740	297,227,943
446	2,444,016	14,800	299,657,159
447	2,458,875	14,859	302,101,175
448	2,473,795	14,920	304,560,050
449	2,488,775	14,980	307,033,845
450	2,503,814	15,039	309,522,620
451	2,518,914	15,100	312,026,434
452	2,534,074	15,160	314,545,348
453	2,549,295	15,221	317,079,422
454	2,564,577	15,282	319,628,717
455	2,579,919	15,342	322,193,294
456	2,595,322	15,403	324,773,213
457	2,610,785	15,463	327,368,535
458	2,626,310	15,525	329,979,320
459	2,641,897	15,587	332,605,630
460	2,657,544	15,647	335,247,527
461	2,673,253	15,709	337,905,071
462	2,689,023	15,770	340,578,324
463	2,704,856	15,833	343,267,347
464	2,720,750	15,894	345,972,203
465	2,736,705	15,955	348,692,953
466	2,752,723	16,018	351,429,658
467	2,768,803	16,080	354,182,381
468	2,784,946	16,143	356,951,184
469	2,801,151	16,205	359,736,130
470	2,817,418	16,267	362,537,281
471	2,833,748	16,330	365,354,699
472	2,850,140	16,392	368,188,447
473	2,866,596	16,456	371,038,587
474	2,883,115	16,519	373,905,183
475	2,899,696	16,581	376,788,298
476	2,916,341	16,645	379,687,994
477	2,933,049	16,708	382,604,335
478	2,949,821	16,772	385,537,384
479	2,966,657	16,836	388,487,205
480	2,983,556	16,899	391,453,862
481	3,000,519	16,963	394,437,418
482	3,017,545	17,026	397,437,937
483	3,034,636	17,091	400,455,482
484	3,051,792	17,156	403,490,118
485	3,069,011	17,219	406,541,910
486	3,086,295	17,284	409,610,921
487	3,103,643	17,348	412,697,216
488	3,121,057	17,414	415,800,859
489	3,138,535	17,478	418,921,916
490	3,156,077	17,542	422,060,451
491	3,173,685	17,608	425,216,528
492	3,191,358	17,673	428,390,213
493	3,209,097	17,739	431,581,571
494	3,226,901	17,804	434,790,668
495	3,244,770	17,869	438,017,569
496	3,262,705	17,935	441,262,339
497	3,280,705	18,000	444,525,044
498	3,298,772	18,067	447,805,749
499	3,316,905	18,133	451,104,521
500	3,335,103	18,198	454,421,426
501	3,353,368	18,265	457,756,529
502	3,371,699	18,331	461,109,897
503	3,390,097	18,398	464,481,596
504	3,408,562	18,465	467,871,693
505	3,427,093	18,531	471,280,255
506	3,445,691	18,598	474,707,348
507	3,464,355	18,664	478,153,039
508	3,483,087	18,732	481,617,394
509	3,501,887	18,800	485,100,481
510	3,520,753	18,866	488,602,368
511	3,539,687	18,934	492,123,121
512	3,558,688	19,001	495,662,808
513	3,577,758	19,070	499,221,496
514	3,596,895	19,137	502,799,254
515	3,616,099	19,204	506,396,149
516	3,635,372	19,273	510,012,248
517	3,654,713	19,341	513,647,620
518	3,674,123	19,410	517,302,333
519	3,693,601	19,478	520,976,456
520	3,713,147	19,546	524,670,057
521	3,732,762	19,615	528,383,204
522	3,752,445	19,683	532,115,966
523	3,772,198	19,753	535,868,411
524	3,792,020	19,822	539,640,609
525	3,811,910	19,890	543,432,629
526	3,831,870	19,960	547,244,539
527	3,851,899	20,029	551,076,409
528	3,871,998	20,099	554,928,308
529	3,892,167	20,169	558,800,306
530	3,912,405	20,238	562,692,473
531	3,932,713	20,308	566,604,878
532	3,953,090	20,377	570,537,591
533	3,973,538	20,448	574,490,681
534	3,994,057	20,519	578,464,219
535	4,014,645	20,588	582,458,276
536	4,035,304	20,659	586,472,921
537	4,056,033	20,729	590,508,225
538	4,076,834	20,801	594,564,258
539	4,097,705	20,871	598,641,092
540	4,118,646	20,941	602,738,797
541	4,139,659	21,013	606,857,443
542	4,160,743	21,084	610,997,102
543	4,181,899	21,156	615,157,845
544	4,203,126	21,227	619,339,744
545	4,224,424	21,298	623,542,870
546	4,245,794	21,370	627,767,294
547	4,267,235	21,441	632,013,088
548	4,288,749	21,514	636,280,323
549	4,310,335	21,586	640,569,072
550	4,331,992	21,657	644,879,407
551	4,353,722	21,730	649,211,399
552	4,375,524	21,802	653,565,121
553	4,397,399	21,875	657,940,645
554	4,419,347	21,948	662,338,044
555	4,441,367	22,020	666,757,391
556	4,463,460	22,093	671,198,758
557	4,485,625	22,165	675,662,218
558	4,507,864	22,239	680,147,843
559	4,530,177	22,313	684,655,707
560	4,552,562	22,385	689,185,884
561	4,575,021	22,459	693,738,446
562	4,597,553	22,532	698,313,467
563	4,620,160	22,607	702,911,020
564	4,642,840	22,680	707,531,180
565	4,665,593	22,753	712,174,020
566	4,688,421	22,828	716,839,613
567	4,711,323	22,902	721,528,034
568	4,734,300	22,977	726,239,357
569	4,757,351	23,051	730,973,657
570	4,780,476	23,125	735,731,008
571	4,803,676	23,200	740,511,484
572	4,826,950	23,274	745,315,160
573	4,850,300	23,350	750,142,110
574	4,873,725	23,425	754,992,410
575	4,897,224	23,499	759,866,135
576	4,920,799	23,575	764,763,359
577	4,944,449	23,650	769,684,158
578	4,968,175	23,726	774,628,607
579	4,991,977	23,802	779,596,782
580	5,015,854	23,877	784,588,759
581	5,039,807	23,953	789,604,613
582	5,063,835	24,028	794,644,420
583	5,087,940	24,105	799,708,255
584	5,112,122	24,182	804,796,195
585	5,136,379	24,257	809,908,317
586	5,160,713	24,334	815,044,696
587	5,185,123	24,410	820,205,409
588	5,209,611	24,488	825,390,532
589	5,234,175	24,564	830,600,143
590	5,258,815	24,640	835,834,318
591	5,283,533	24,718	841,093,133
592	5,308,328	24,795	846,376,666
593	5,333,201	24,873	851,684,994
594	5,358,151	24,950	857,018,195
595	5,383,178	25,027	862,376,346
596	5,408,283	25,105	867,759,524
597	5,433,465	25,182	873,167,807
598	5,458,726	25,261	878,601,272
599	5,484,065	25,339	884,059,998
600	5,509,481	25,416	889,544,063
601	5,534,976	25,495	895,053,544
602	5,560,549	25,573	900,588,520
603	5,586,201	25,652	906,149,069
604	5,611,932	25,731	911,735,270
605	5,637,741	25,809	917,347,202
606	5,663,629	25,888	922,984,943
607	5,689,595	25,966	928,648,572
608	5,715,641	26,046	934,338,167
609	5,741,767	26,126	940,053,808
610	5,767,971	26,204	945,795,575
611	5,794,255	26,284	951,563,546
612	5,820,618	26,363	957,357,801
613	5,847,062	26,444	963,178,419
614	5,873,585	26,523	969,025,481
615	5,900,187	26,602	974,899,066
616	5,926,870	26,683	980,799,253
617	5,953,633	26,763	986,726,123
618	5,980,477	26,844	992,679,756
619	6,007,401	26,924	998,660,233
620	6,034,405	27,004	1,004,667,634
621	6,061,490	27,085	1,010,702,039
622	6,088,655	27,165	1,016,763,529
623	6,115,902	27,247	1,022,852,184
624	6,143,230	27,328	1,028,968,086
625	6,170,638	27,408	1,035,111,316
626	6,198,128	27,490	1,041,281,954
627	6,225,699	27,571	1,047,480,082
628	6,253,352	27,653	1,053,705,781
629	6,281,087	27,735	1,059,959,133
630	6,308,903	27,816	1,066,240,220
631	6,336,801	27,898	1,072,549,123
632	6,364,780	27,979	1,078,885,924
633	6,392,842	28,062	1,085,250,704
634	6,420,987	28,145	1,091,643,546
635	6,449,213	28,226	1,098,064,533
636	6,477,522	28,309	1,104,513,746
637	6,505,913	28,391	1,110,991,268
638	6,534,388	28,475	1,117,497,181
639	6,562,945	28,557	1,124,031,569
640	6,591,584	28,639	1,130,594,514
641	6,620,307	28,723	1,137,186,098
642	6,649,113	28,806	1,143,806,405
643	6,678,003	28,890	1,150,455,518
644	6,706,976	28,973	1,157,133,521
645	6,736,032	29,056	1,163,840,497
646	6,765,172	29,140	1,170,576,529
647	6,794,395	29,223	1,177,341,701
648	6,823,703	29,308	1,184,136,096
649	6,853,095	29,392	1,190,959,799
650	6,882,570	29,475	1,197,812,894
651	6,912,130	29,560	1,204,695,464
652	6,941,774	29,644	1,211,607,594
653	6,971,503	29,729	1,218,549,368
654	7,001,317	29,814	1,225,520,871
655	7,031,215	29,898	1,232,522,188
656	7,061,198	29,983	1,239,553,403
657	7,091,265	30,067	1,246,614,601
658	7,121,418	30,153	1,253,705,866
659	7,151,657	30,239	1,260,827,284
660	7,181,980	30,323	1,267,978,941
661	7,212,389	30,409	1,275,160,921
662	7,242,883	30,494	1,282,373,310
663	7,273,464	30,581	1,289,616,193
664	7,304,130	30,666	1,296,889,657
665	7,334,881	30,751	1,304,193,787
666	7,365,719	30,838	1,311,528,668
667	7,396,643	30,924	1,318,894,387
668	7,427,654	31,011	1,326,291,030
669	7,458,751	31,097	1,333,718,684
670	7,489,934	31,183	1,341,177,435
671	7,521,204	31,270	1,348,667,369
672	7,552,560	31,356	1,356,188,573
673	7,584,004	31,444	1,363,741,133
674	7,615,535	31,531	1,371,325,137
675	7,647,152	31,617	1,378,940,672
676	7,678,857	31,705	1,386,587,824
677	7,710,649	31,792	1,394,266,681
678	7,742,529	31,880	1,401,977,330
679	7,774,497	31,968	1,409,719,859
680	7,806,552	32,055	1,417,494,356
681	7,838,695	32,143	1,425,300,908
682	7,870,925	32,230	1,433,139,603
683	7,903,244	32,319	1,441,010,528
684	7,935,652	32,408	1,448,913,772
685	7,968,147	32,495	1,456,849,424
686	8,000,731	32,584	1,464,817,571
687	8,033,403	32,672	1,472,818,302
688	8,066,165	32,762	1,480,851,705
689	8,099,015	32,850	1,488,917,870
690	8,131,953	32,938	1,497,016,885
691	8,164,981	33,028	1,505,148,838
692	8,198,098	33,117	1,513,313,819
693	8,231,305	33,207	1,521,511,917
694	8,264,601	33,296	1,529,743,222
695	8,297,986	33,385	1,538,007,823
696	8,331,461	33,475	1,546,305,809
697	8,365,025	33,564	1,554,637,270
698	8,398,680	33,655	1,563,002,295
699	8,432,425	33,745	1,571,400,975
700	8,466,259	33,834	1,579,833,400
701	8,500,184	33,925	1,588,299,659
702	8,534,199	34,015	1,596,799,843
703	8,568,305	34,106	1,605,334,042
704	8,602,502	34,197	1,613,902,347
705	8,636,789	34,287	1,622,504,849
706	8,671,167	34,378	1,631,141,638
707	8,705,635	34,468	1,639,812,805
708	8,740,195	34,560	1,648,518,440
709	8,774,847	34,652	1,657,258,635
710	8,809,589	34,742	1,666,033,482
711	8,844,423	34,834	1,674,843,071
712	8,879,348	34,925	1,683,687,494
713	-	-	1,692,566,842
